ID,Rooms,Area,Price,Afdeling,Adresse,Postnummer,Googlemaps,X koordinate,Y koordinate,Bolig link,Price/Area
60,3 vær.,71,5288,Afd. 02 Viborgvej m.fl.,Viborgvej 37,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1604330000000000,10.1837700000000000",10.18377,56.160433,https://aarhusbolig.dk/afdelinger/?bolignr=234&selskab=289&afdeling=2&antalrum=3,74.47887323943662
61,4 vær.,85,6862,Afd. 02 Viborgvej m.fl.,Viborgvej 37,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1604330000000000,10.1837700000000000",10.18377,56.160433,https://aarhusbolig.dk/afdelinger/?bolignr=201&selskab=289&afdeling=2&antalrum=4,80.72941176470589
62,2 vær.,74,7365,Afd. 03 Kaserneboulevarden,Kaserneboulevarden 14-28,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1647029000000000,10.1974548000000000",10.1974548,56.1647029,https://aarhusbolig.dk/afdelinger/?bolignr=305&selskab=289&afdeling=3&antalrum=2,99.52702702702703
63,3 vær.,86,8533,Afd. 03 Kaserneboulevarden,Kaserneboulevarden 14-28,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1647029000000000,10.1974548000000000",10.1974548,56.1647029,https://aarhusbolig.dk/afdelinger/?bolignr=303&selskab=289&afdeling=3&antalrum=3,99.22093023255815
64,3 vær.,96,9579,Afd. 03 Kaserneboulevarden,Kaserneboulevarden 14-28,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1647029000000000,10.1974548000000000",10.1974548,56.1647029,https://aarhusbolig.dk/afdelinger/?bolignr=302&selskab=289&afdeling=3&antalrum=3,99.78125
65,4 vær.,96,9942,Afd. 03 Kaserneboulevarden,Kaserneboulevarden 14-28,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1647029000000000,10.1974548000000000",10.1974548,56.1647029,https://aarhusbolig.dk/afdelinger/?bolignr=313&selskab=289&afdeling=3&antalrum=4,103.5625
66,2 vær.,67,6521,Afd. 04 Silkeborgvej,Silkeborgvej 9-17,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1564497000000000,10.1880294000000000",10.1880294,56.1564497,https://aarhusbolig.dk/afdelinger/?bolignr=349&selskab=289&afdeling=4&antalrum=2,97.32835820895522
67,2 vær.,68,6599,Afd. 04 Silkeborgvej,Silkeborgvej 9-17,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1564497000000000,10.1880294000000000",10.1880294,56.1564497,https://aarhusbolig.dk/afdelinger/?bolignr=351&selskab=289&afdeling=4&antalrum=2,97.04411764705883
68,2 vær.,69,6706,Afd. 04 Silkeborgvej,Silkeborgvej 9-17,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1564497000000000,10.1880294000000000",10.1880294,56.1564497,https://aarhusbolig.dk/afdelinger/?bolignr=350&selskab=289&afdeling=4&antalrum=2,97.18840579710145
69,2 vær.,70,6673,Afd. 04 Silkeborgvej,Silkeborgvej 9-17,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1564497000000000,10.1880294000000000",10.1880294,56.1564497,https://aarhusbolig.dk/afdelinger/?bolignr=348&selskab=289&afdeling=4&antalrum=2,95.32857142857142
70,3 vær.,79,7649,Afd. 04 Silkeborgvej,Silkeborgvej 9-17,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1564497000000000,10.1880294000000000",10.1880294,56.1564497,https://aarhusbolig.dk/afdelinger/?bolignr=352&selskab=289&afdeling=4&antalrum=3,96.82278481012658
71,1 vær.,41,3960,Afd. 39 Søhesten,Thomas Koppelsgade 8-26,8000 Aarhus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1516700000000000,10.1900400000000000",10.19004,56.15167,https://aarhusbolig.dk/afdelinger/?bolignr=6281&selskab=289&afdeling=58&antalrum=1,96.58536585365853
72,2 vær.,66,7400,Afd. 39 Søhesten,Thomas Koppelsgade 8-26,8000 Aarhus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1516700000000000,10.1900400000000000",10.19004,56.15167,https://aarhusbolig.dk/afdelinger/?bolignr=6284&selskab=289&afdeling=58&antalrum=2,112.12121212121212
73,2 vær.,88,9484,Afd. 39 Søhesten,Thomas Koppelsgade 8-26,8000 Aarhus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1516700000000000,10.1900400000000000",10.19004,56.15167,https://aarhusbolig.dk/afdelinger/?bolignr=6271&selskab=289&afdeling=58&antalrum=2,107.77272727272727
74,3 vær.,97,10436,Afd. 39 Søhesten,Thomas Koppelsgade 8-26,8000 Aarhus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1516700000000000,10.1900400000000000",10.19004,56.15167,https://aarhusbolig.dk/afdelinger/?bolignr=6202&selskab=289&afdeling=58&antalrum=3,107.58762886597938
75,4 vær.,112,11857,Afd. 39 Søhesten,Thomas Koppelsgade 8-26,8000 Aarhus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1516700000000000,10.1900400000000000",10.19004,56.15167,https://aarhusbolig.dk/afdelinger/?bolignr=6217&selskab=289&afdeling=58&antalrum=4,105.86607142857143
76,2 vær.,58,4389,Afd. 01 Silkeborgvej,"Silkeborgvej 86-88 V. Ringgade 34-42,",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1569300000000000,10.1831000000000000",10.1831,56.15693,https://aarhusbolig.dk/afdelinger/?bolignr=121&selskab=328&afdeling=1&antalrum=2,75.67241379310344
77,3 vær.,74,5444,Afd. 01 Silkeborgvej,"Silkeborgvej 86-88 V. Ringgade 34-42,",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1569300000000000,10.1831000000000000",10.1831,56.15693,https://aarhusbolig.dk/afdelinger/?bolignr=101&selskab=328&afdeling=1&antalrum=3,73.56756756756756
78,5 vær.,107,7169,Afd. 01 Silkeborgvej,"Silkeborgvej 86-88 V. Ringgade 34-42,",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1569300000000000,10.1831000000000000",10.1831,56.15693,https://aarhusbolig.dk/afdelinger/?bolignr=134&selskab=328&afdeling=1&antalrum=5,67.0
79,5 vær.,107,7244,Afd. 01 Silkeborgvej,"Silkeborgvej 86-88 V. Ringgade 34-42,",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1569300000000000,10.1831000000000000",10.1831,56.15693,https://aarhusbolig.dk/afdelinger/?bolignr=138&selskab=328&afdeling=1&antalrum=5,67.70093457943925
80,2 vær.,70,5306,Afd. 02 Vestre Ringgade,Vestre Ringgade 228-236,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1701736200000000,10.1979765700000000",10.19797657,56.17017362,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=328&afdeling=2&antalrum=2,75.8
81,3 vær.,85,5527,Afd. 02 Vestre Ringgade,Vestre Ringgade 228-236,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1701736200000000,10.1979765700000000",10.19797657,56.17017362,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=2&antalrum=3,65.02352941176471
82,4 vær.,103,7282,Afd. 02 Vestre Ringgade,Vestre Ringgade 228-236,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1701736200000000,10.1979765700000000",10.19797657,56.17017362,https://aarhusbolig.dk/afdelinger/?bolignr=26&selskab=328&afdeling=2&antalrum=4,70.69902912621359
83,1 vær.,29,1888,Afd. 04 Nordborggade,Nordborggade 30-32,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1457407600000000,10.1853561400000000",10.18535614,56.14574076,https://aarhusbolig.dk/afdelinger/?bolignr=13&selskab=328&afdeling=4&antalrum=1,65.10344827586206
84,2 vær.,54,4010,Afd. 04 Nordborggade,Nordborggade 30-32,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1457407600000000,10.1853561400000000",10.18535614,56.14574076,https://aarhusbolig.dk/afdelinger/?bolignr=11&selskab=328&afdeling=4&antalrum=2,74.25925925925925
85,3 vær.,86,5577,Afd. 04 Nordborggade,Nordborggade 30-32,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1457407600000000,10.1853561400000000",10.18535614,56.14574076,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=328&afdeling=4&antalrum=3,64.84883720930233
86,1 vær.,40,3731,Afd. 06 Silkeborgvej,"Silkeborgvej 140, 148, 150",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1565453800000000,10.1786184300000000",10.17861843,56.15654538,https://aarhusbolig.dk/afdelinger/?bolignr=307&selskab=328&afdeling=6&antalrum=1,93.275
87,2 vær.,52,4532,Afd. 06 Silkeborgvej,"Silkeborgvej 140, 148, 150",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1565453800000000,10.1786184300000000",10.17861843,56.15654538,https://aarhusbolig.dk/afdelinger/?bolignr=310&selskab=328&afdeling=6&antalrum=2,87.15384615384616
88,1 vær.,39,3522,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=799&selskab=328&afdeling=9&antalrum=1,90.3076923076923
89,2 vær.,64,5093,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=702&selskab=328&afdeling=9&antalrum=2,79.578125
90,3 vær.,69,5337,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=776&selskab=328&afdeling=9&antalrum=3,77.34782608695652
91,3 vær.,77,5716,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=708&selskab=328&afdeling=9&antalrum=3,74.23376623376623
92,4 vær.,89,6935,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=701&selskab=328&afdeling=9&antalrum=4,77.92134831460675
93,4 vær.,93,6849,Afd. 09 Kirkedammen,"Kirkedammen 10-24, 31-47",8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1406481500000000,10.1772022200000000",10.17720222,56.14064815,https://aarhusbolig.dk/afdelinger/?bolignr=757&selskab=328&afdeling=9&antalrum=4,73.64516129032258
94,2 vær.,67,5104,Afd. 10 Åbenrågade,Åbenrågade 1-19,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1435173100000000,10.1850128200000000",10.18501282,56.14351731,https://aarhusbolig.dk/afdelinger/?bolignr=23&selskab=328&afdeling=10&antalrum=2,76.17910447761194
95,3 vær.,83,6158,Afd. 10 Åbenrågade,Åbenrågade 1-19,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1435173100000000,10.1850128200000000",10.18501282,56.14351731,https://aarhusbolig.dk/afdelinger/?bolignr=4&selskab=328&afdeling=10&antalrum=3,74.19277108433735
96,4 vær.,98,6789,Afd. 10 Åbenrågade,Åbenrågade 1-19,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1435173100000000,10.1850128200000000",10.18501282,56.14351731,https://aarhusbolig.dk/afdelinger/?bolignr=16&selskab=328&afdeling=10&antalrum=4,69.27551020408163
97,2 vær.,77,6961,Afd. 20 Vestergade,Vestergade 26-30,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1577403900000000,10.2035093300000000",10.20350933,56.15774039,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=20&antalrum=2,90.40259740259741
98,2 vær.,69,5664,Afd. 24 Bødker Balles Gård,Bødker Balles Gård 1-5,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1551591100000000,10.2044534700000000",10.20445347,56.15515911,https://aarhusbolig.dk/afdelinger/?bolignr=11&selskab=328&afdeling=24&antalrum=2,82.08695652173913
99,3 vær.,79,6322,Afd. 24 Bødker Balles Gård,Bødker Balles Gård 1-5,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1551591100000000,10.2044534700000000",10.20445347,56.15515911,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=328&afdeling=24&antalrum=3,80.0253164556962
100,2 vær.,76,7185,"Afd. 51 Åbenrågade 9 A, 4.","Åbenrågade 9 A, 4. 1-17",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1433977700000000,10.1849699000000000|56.1434216700000000,10.1847982400000000",10.18479824,56.14342167,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=328&afdeling=51&antalrum=2,94.53947368421052
101,3 vær.,90,8422,"Afd. 51 Åbenrågade 9 A, 4.","Åbenrågade 9 A, 4. 1-17",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1433977700000000,10.1849699000000000|56.1434216700000000,10.1847982400000000",10.18479824,56.14342167,https://aarhusbolig.dk/afdelinger/?bolignr=2&selskab=328&afdeling=51&antalrum=3,93.57777777777778
102,3 vær.,78,5238,Afd. 22 Borgmester Jakob Jensens Gade,Borgmester Jakob Jensens Gade 1-7,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1656504500000000,10.1885747900000000",10.18857479,56.16565045,https://aarhusbolig.dk/afdelinger/?bolignr=21&selskab=698&afdeling=22&antalrum=3,67.15384615384616
103,3 vær.,84,5602,Afd. 22 Borgmester Jakob Jensens Gade,Borgmester Jakob Jensens Gade 1-7,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1656504500000000,10.1885747900000000",10.18857479,56.16565045,https://aarhusbolig.dk/afdelinger/?bolignr=22&selskab=698&afdeling=22&antalrum=3,66.69047619047619
104,4 vær.,86,5987,Afd. 22 Borgmester Jakob Jensens Gade,Borgmester Jakob Jensens Gade 1-7,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1656504500000000,10.1885747900000000",10.18857479,56.16565045,https://aarhusbolig.dk/afdelinger/?bolignr=7&selskab=698&afdeling=22&antalrum=4,69.61627906976744
105,4 vær.,110,8019,Afd. 22 Borgmester Jakob Jensens Gade,Borgmester Jakob Jensens Gade 1-7,8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1656504500000000,10.1885747900000000",10.18857479,56.16565045,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=698&afdeling=22&antalrum=4,72.9
106,1 vær.,23,2087,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=8&selskab=698&afdeling=23&antalrum=1,90.73913043478261
107,1 vær.,27,2550,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=7301&selskab=698&afdeling=23&antalrum=1,94.44444444444444
108,1 vær.,31,2555,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=7303&selskab=698&afdeling=23&antalrum=1,82.41935483870968
109,1 vær.,51,5058,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=55&selskab=698&afdeling=23&antalrum=1,99.17647058823529
110,2 vær.,39,3800,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=93&selskab=698&afdeling=23&antalrum=2,97.43589743589743
111,2 vær.,71,6756,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=95&selskab=698&afdeling=23&antalrum=2,95.15492957746478
112,3 vær.,60,5111,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=92&selskab=698&afdeling=23&antalrum=3,85.18333333333334
113,3 vær.,87,7467,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=41&selskab=698&afdeling=23&antalrum=3,85.82758620689656
114,4 vær.,78,6722,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=42&selskab=698&afdeling=23&antalrum=4,86.17948717948718
115,4 vær.,102,9189,Afd. 23 Markus Kirkeplads/Grønnegade,"Markus Kirkeplads 6-10 og 20-34, Grønnegade 95-101",8000  Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=113&selskab=698&afdeling=23&antalrum=4,90.08823529411765
116,1 vær.,96,7087,Afd. 23 Grønnegade,Grønnegade 101. st. th.,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1609906400000000,10.1988744700000000",10.19887447,56.16099064,https://aarhusbolig.dk/afdelinger/?bolignr=118&selskab=698&afdeling=118&antalrum=1,73.82291666666667
117,1 vær.,59,5538,Afd. 44 Fiskergade,Fiskergade 90,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1543464500000000,10.2099895500000000",10.20998955,56.15434645,https://aarhusbolig.dk/afdelinger/?bolignr=1001&selskab=715&afdeling=44&antalrum=1,93.86440677966101
118,2 vær.,66,5926,Afd. 44 Fiskergade,Fiskergade 90,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1543464500000000,10.2099895500000000",10.20998955,56.15434645,https://aarhusbolig.dk/afdelinger/?bolignr=1005&selskab=715&afdeling=44&antalrum=2,89.78787878787878
119,2 vær.,79,6712,Afd. 44 Fiskergade,Fiskergade 90,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1543464500000000,10.2099895500000000",10.20998955,56.15434645,https://aarhusbolig.dk/afdelinger/?bolignr=1006&selskab=715&afdeling=44&antalrum=2,84.9620253164557
